date_report,FB_consensus_estimate_eps,FB_reported_eps,FB_revenue_estimate,FB_revenue_actual,AAPL_consensus_estimate_eps,AAPL_reported_eps,AAPL_revenue_estimate,AAPL_revenue_actual,AMZN_consensus_estimate_eps,AMZN_reported_eps,AMZN_revenue_estimate,AMZN_revenue_actual,NFLX_consensus_estimate_eps,NFLX_reported_eps,NFLX_revenue_estimate,NFLX_revenue_actual,GOOGL_consensus_estimate_eps,GOOGL_reported_eps,GOOGL_revenue_estimate,GOOGL_revenue_actual,MSFT_consensus_estimate_eps,MSFT_reported_eps,MSFT_revenue_estimate,MSFT_revenue_actual
2018-04-30,1.25,1.69,11410000000.0,11970000000.0,0.955,0.9725,87620000000.0,88290000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-01,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-02,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-03,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-04,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-05,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-06,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-07,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-08,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-09,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-10,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-11,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-12,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-13,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-14,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-15,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-16,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-17,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-18,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-19,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-20,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-21,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-22,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-23,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-24,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-25,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-26,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-27,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-28,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-29,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-30,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-05-31,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-01,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-02,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-03,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-04,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-05,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-06,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-07,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-08,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-09,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-10,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-11,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-12,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-13,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-14,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-15,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-16,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-17,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-18,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-19,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-20,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-21,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-22,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-23,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-24,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-25,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-26,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-27,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-28,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-29,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-06-30,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-01,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-02,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-03,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-04,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-05,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-06,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-07,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-08,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-09,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-10,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-11,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-12,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-13,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-14,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-15,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.63,0.64,3690000000.0,3700000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-16,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-17,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-18,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.21,9.93,24200000000.0,24860000000.0,0.85,0.95,25780000000.0,26820000000.0
2018-07-19,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.21,9.93,24200000000.0,24860000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-20,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.21,9.93,24200000000.0,24860000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-21,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.21,9.93,24200000000.0,24860000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-22,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.21,9.93,24200000000.0,24860000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-23,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-24,1.25,1.69,11410000000.0,11970000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-25,1.75,1.74,13350000000.0,13230000000.0,0.6725,0.6825,60940000000.0,61140000000.0,1.8,3.27,49940000000.0,51040000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-26,1.75,1.74,13350000000.0,13230000000.0,0.6725,0.6825,60940000000.0,61140000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-27,1.75,1.74,13350000000.0,13230000000.0,0.6725,0.6825,60940000000.0,61140000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-28,1.75,1.74,13350000000.0,13230000000.0,0.6725,0.6825,60940000000.0,61140000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-29,1.75,1.74,13350000000.0,13230000000.0,0.6725,0.6825,60940000000.0,61140000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-30,1.75,1.74,13350000000.0,13230000000.0,0.6725,0.6825,60940000000.0,61140000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-07-31,1.75,1.74,13350000000.0,13230000000.0,0.545,0.585,52430000000.0,53270000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-08-01,1.75,1.74,13350000000.0,13230000000.0,0.545,0.585,52430000000.0,53270000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-08-02,1.75,1.74,13350000000.0,13230000000.0,0.545,0.585,52430000000.0,53270000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-08-03,1.75,1.74,13350000000.0,13230000000.0,0.545,0.585,52430000000.0,53270000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
2018-08-04,1.75,1.74,13350000000.0,13230000000.0,0.545,0.585,52430000000.0,53270000000.0,2.49,5.07,53370000000.0,52890000000.0,0.8,0.85,3940000000.0,3910000000.0,9.51,11.75,25640000000.0,26240000000.0,1.08,1.13,29230000000.0,30090000000.0
